dataset,model,mc_samples,uncertainty,f2,auc_roc,auc_pr,brier,ece,error_auc,error_spearman,aurc50,risk_full,risk_c60,risk_c80
ur3,full,10,entropy,0.731009365244537,0.8449011111914209,0.7619372616988836,0.17280816718762404,0.16348283002086988,0.842448023010138,0.5580900106589536,0.1789003417224529,0.33067375886524825,0.061895551257253385,0.20198265179677818
ur3,full,20,MC,0.7506361323155216,0.8457456318878842,0.7630540501656604,0.17233305350493058,0.16345964070964367,0.6335225689607134,0.21971924409266655,0.30053818080933664,0.34397163120567376,0.2807570977917981,0.30182232346241455
ur3,full,20,pseudo_abs,0.7506361323155216,0.8457456318878842,0.7630540501656604,0.17233305350493058,0.16345964070964367,0.8525668709947061,0.5801695323122973,0.1819533813752626,0.34397163120567376,0.05847953216374269,0.19419924337957126
ur3,full,20,entropy,0.7506361323155216,0.8457456318878842,0.7630540501656604,0.17233305350493058,0.16345964070964367,0.8525668709947061,0.5801695323122973,0.1819533813752626,0.34397163120567376,0.05847953216374269,0.19419924337957126
ur3,full,50,MC,0.7480916030534351,0.8453233715396525,0.7620095393459589,0.17243066600066737,0.16337236073132314,0.6514974636925857,0.24960170094800482,0.2963268687778842,0.34574468085106386,0.27631578947368424,0.2893815635939323
ur3,full,50,pseudo_abs,0.7480916030534351,0.8453233715396525,0.7620095393459589,0.17243066600066737,0.16337236073132314,0.851584323535543,0.5792575205034275,0.1842168530949668,0.34574468085106386,0.056862745098039215,0.20864197530864198
ur3,full,50,entropy,0.7480916030534351,0.8453233715396525,0.7620095393459589,0.17243066600066737,0.16337236073132314,0.851584323535543,0.5792575205034275,0.1842168530949668,0.34574468085106386,0.056862745098039215,0.20864197530864198
ur3,proposed_lite,5,MC,0.7095396298054105,0.820881725256875,0.7518941333066134,0.21404231432662016,0.2103360173233012,0.8181119836121544,0.5494564645349137,0.321455217561219,0.4627659574468085,0.21490467937608318,0.33496332518337407
ur3,proposed_lite,5,pseudo_abs,0.7095396298054105,0.820881725256875,0.7518941333066134,0.21404231432662016,0.2103360173233012,0.8684325329084633,0.6363722443048285,0.2940361033248228,0.4627659574468085,0.1523972602739726,0.34085510688836107
ur3,proposed_lite,5,entropy,0.7095396298054105,0.820881725256875,0.7518941333066134,0.21404231432662016,0.2103360173233012,0.8684325329084633,0.6363722443048285,0.2940361033248228,0.4627659574468085,0.1523972602739726,0.34085510688836107
ur3,proposed_lite,10,MC,0.7073877353935297,0.8200067713821608,0.7558209904200603,0.21528239009473266,0.20981311116446838,0.8278638362975712,0.5639753940400423,0.29311321818837327,0.44148936170212766,0.18448275862068966,0.319047619047619
ur3,proposed_lite,10,pseudo_abs,0.7073877353935297,0.8200067713821608,0.7558209904200603,0.21528239009473266,0.20981311116446838,0.8647829412889654,0.6274818406499386,0.28188096089901943,0.44148936170212766,0.1598639455782313,0.3192488262910798
ur3,proposed_lite,10,entropy,0.7073877353935297,0.8200067713821608,0.7558209904200603,0.21528239009473266,0.20981311116446838,0.8647829412889654,0.6274818406499386,0.28188096089901943,0.44148936170212766,0.1598639455782313,0.3192488262910798
ur3,proposed_lite,20,MC,0.705004812319538,0.8216007090930533,0.7588465451830531,0.21383455189872239,0.2077163221605175,0.8403222986825167,0.5862215945149118,0.30448084547645365,0.44769503546099293,0.18781725888324874,0.3151515151515151
ur3,proposed_lite,20,pseudo_abs,0.705004812319538,0.8216007090930533,0.7588465451830531,0.21383455189872239,0.2077163221605175,0.8688428714460531,0.6353496584315117,0.2815582950547668,0.44769503546099293,0.14736842105263157,0.3215547703180212
ur3,proposed_lite,20,entropy,0.705004812319538,0.8216007090930533,0.7588465451830531,0.21383455189872239,0.2077163221605175,0.8688428714460531,0.6353496584315117,0.2815582950547668,0.44769503546099293,0.14736842105263157,0.3215547703180212
ur3,proposed_lite,50,MC,0.7064176245210728,0.8214028934344221,0.7581138250165522,0.21386686396300955,0.20683293710033415,0.8516209041286191,0.6063304965113809,0.29602479955336186,0.4530141843971631,0.1703958691910499,0.3171912832929782
